#{"t_start": 1594001629.9526608, "env_id": null}
r,l,t
1.071429,4,222.907932
1.095238,5,222.920304
1.071429,4,222.928115
1.071429,4,222.939695
1.071429,4,222.951508
1.071429,4,222.962116
-0.833333,8,222.979849
1.071429,4,222.993201
1.071429,4,223.004197
1.071429,4,223.014956
1.095238,5,223.02667
1.142857,7,223.042916
1.142857,7,223.060465
-9.595238,18,223.100686
1.071429,4,223.111098
1.285714,13,223.141565
1.142857,7,223.164419
1.142857,7,223.185164
-0.833333,8,223.205068
-0.833333,8,223.225081
1.095238,5,223.237091
1.190476,9,223.255162
1.142857,7,223.273274
-0.809524,9,223.294489
1.071429,4,223.30206
1.119048,6,223.31828
1.071429,4,223.326117
1.238095,11,223.356209
1.071429,4,223.363925
1.071429,4,223.375742
1.071429,4,223.386424
1.166667,8,223.405202
1.071429,4,223.413026
1.071429,4,223.423353
1.071429,4,223.433729
1.071429,4,223.444019
1.071429,4,223.454165
-0.857143,7,223.469746
1.071429,4,223.47987
1.071429,4,223.490943
1.071429,4,223.49873
1.142857,7,223.516872
1.071429,4,223.527298
1.071429,4,223.535083
1.357143,16,223.576342
1.071429,4,223.584082
1.071429,4,223.594572
1.071429,4,223.605069
1.071429,4,223.615244
1.071429,4,223.625872
1.166667,8,223.644207
1.071429,4,223.656253
1.166667,8,223.680978
1.071429,4,223.68905
1.071429,4,223.700872
1.071429,4,223.7168
1.071429,4,223.728292
1.071429,4,223.739382
1.071429,4,223.74737
1.142857,7,223.76734
1.142857,7,223.786284
1.071429,4,223.79766
-0.809524,9,223.820746
1.142857,7,223.836203
-0.785714,10,223.862708
1.071429,4,223.878362
1.071429,4,223.894111
1.095238,5,223.911208
1.071429,4,223.924571
1.071429,4,223.932081
1.142857,7,223.956628
1.071429,4,223.967122
1.071429,4,223.976335
1.071429,4,223.990039
1.071429,4,224.001004
1.142857,7,224.017671
1.071429,4,224.031982
1.071429,4,224.048599
1.142857,7,224.063536
1.071429,4,224.078653
1.071429,4,224.089548
-0.880952,6,224.106374
1.071429,4,224.118788
1.119048,6,224.132421
1.071429,4,224.142926
1.095238,5,224.154952
1.071429,4,224.165175
1.071429,4,224.175517
1.142857,7,224.195186
1.142857,7,224.210955
1.071429,4,224.221739
1.095238,5,224.233481
1.095238,5,224.245734
1.095238,5,224.258174
1.071429,4,224.268519
1.071429,4,224.27915
1.261905,12,224.304131
1.071429,4,224.314579
-0.857143,7,224.33449
1.071429,4,224.34505
1.071429,4,224.355188
1.071429,4,224.365353
1.071429,4,224.375681
1.214286,10,224.404041
1.071429,4,224.412036
1.071429,4,224.422741
1.071429,4,224.433686
1.071429,4,224.443941
1.071429,4,224.454316
1.071429,4,224.461832
-9.738095,12,224.491057
1.071429,4,224.50627
1.071429,4,224.513853
-0.761905,11,224.54436
1.071429,4,224.552258
1.166667,8,224.572921
1.071429,4,224.583496
1.166667,8,224.604151
1.166667,8,224.623219
1.071429,4,224.633461
1.119048,6,224.648044
1.071429,4,224.658981
1.238095,11,224.683538
1.119048,6,224.696905
-0.738095,12,224.725866
1.071429,4,224.733525
-0.857143,7,224.755475
-9.619048,17,224.797081
1.071429,4,224.807887
1.071429,4,224.818087
1.095238,5,224.833902
1.190476,9,224.854287
1.142857,7,224.869265
1.071429,4,224.880037
1.142857,7,224.895684
1.071429,4,224.906043
1.071429,4,224.920725
1.071429,4,224.930787
1.071429,4,224.938452
1.071429,4,224.956681
1.261905,12,224.984123
1.190476,9,225.001861
1.142857,7,225.019718
1.071429,4,225.030474
1.071429,4,225.038077
1.071429,4,225.048435
1.142857,7,225.065778
1.071429,4,225.073706
1.142857,7,225.10096
1.071429,4,225.112629
1.071429,4,225.120516
-0.880952,6,225.13764
1.142857,7,225.153084
1.142857,7,225.167953
1.071429,4,225.179511
1.071429,4,225.190002
1.142857,7,225.204984
1.071429,4,225.215235
-0.904762,5,225.227803
1.142857,7,225.24719
1.071429,4,225.254958
1.142857,7,225.273853
1.095238,5,225.285643
1.071429,4,225.298175
1.071429,4,225.306002
1.071429,4,225.320555
1.071429,4,225.335452
1.071429,4,225.350356
1.142857,7,225.365146
1.071429,4,225.375866
1.071429,4,225.386061
1.119048,6,225.399349
1.071429,4,225.409913
1.142857,7,225.424713
1.071429,4,225.438107
1.142857,7,225.452955
1.071429,4,225.464196
1.071429,4,225.474614
1.190476,9,225.497272
1.142857,7,225.517662
1.071429,4,225.530854
-0.666667,15,225.563969
-0.761905,11,225.593683
1.071429,4,225.60394
1.071429,4,225.614067
1.071429,4,225.624444
1.071429,4,225.632148
1.142857,7,225.649693
-9.714286,13,225.682303
1.071429,4,225.693
1.142857,7,225.714533
1.071429,4,225.722314
1.142857,7,225.739928
1.238095,11,225.763501
1.071429,4,225.774212
1.071429,4,225.78504
1.071429,4,225.792613
1.071429,4,225.805376
1.071429,4,225.815858
1.071429,4,225.831132
1.119048,6,225.846204
1.071429,4,225.856944
1.071429,4,225.86747
1.214286,10,225.889904
1.071429,4,225.897643
1.071429,4,225.908298
1.119048,6,225.921651
1.119048,6,225.938135
1.142857,7,225.953264
1.214286,10,225.98034
1.142857,7,225.995722
1.142857,7,226.014978
1.071429,4,226.025493
1.071429,4,226.033489
1.071429,4,226.046104
1.071429,4,226.056663
1.071429,4,226.067299
1.142857,7,226.082665
-0.761905,11,226.107335
1.071429,4,226.117934
1.071429,4,226.128756
1.142857,7,226.144001
1.190476,9,226.16513
-0.833333,8,226.187928
1.071429,4,226.198476
1.071429,4,226.206285
1.071429,4,226.217077
1.071429,4,226.231434
1.142857,7,226.246203
1.071429,4,226.257338
1.142857,7,226.279488
1.071429,4,226.287357
1.071429,4,226.298412
1.095238,5,226.310686
1.142857,7,226.328755
1.071429,4,226.336815
1.071429,4,226.347342
1.214286,10,226.369762
1.071429,4,226.381543
-9.714286,13,226.411686
1.214286,10,226.443619
1.071429,4,226.451569
1.071429,4,226.462667
1.071429,4,226.473476
1.071429,4,226.484761
1.119048,6,226.510125
1.071429,4,226.523582
1.071429,4,226.536075
1.071429,4,226.544028
1.285714,13,226.576376
1.142857,7,226.593324
1.119048,6,226.615232
1.238095,11,226.641479
1.071429,4,226.654078
-0.857143,7,226.671447
1.071429,4,226.684808
-0.833333,8,226.705088
-9.761905,11,226.744261
-0.880952,6,226.759126
1.071429,4,226.769629
1.071429,4,226.777708
1.071429,4,226.788423
1.071429,4,226.798962
1.071429,4,226.809517
1.071429,4,226.819887
1.142857,7,226.835271
1.071429,4,226.845708
1.071429,4,226.856176
1.166667,8,226.872894
1.214286,10,226.895584
1.142857,7,226.913068
1.071429,4,226.920923
-9.738095,12,226.948155
1.071429,4,226.958484
1.071429,4,226.966335
1.071429,4,226.976426
1.071429,4,226.986834
1.071429,4,226.997051
-0.785714,10,227.019596
1.071429,4,227.029887
1.071429,4,227.03764
1.142857,7,227.055485
1.071429,4,227.065906
1.238095,11,227.089975
-0.809524,9,227.111752
1.142857,7,227.127308
1.142857,7,227.143687
1.071429,4,227.154624
1.071429,4,227.16531
1.071429,4,227.175994
1.071429,4,227.187117
1.071429,4,227.19501
1.142857,7,227.219578
1.071429,4,227.229996
-0.761905,11,227.261735
1.142857,7,227.278261
1.071429,4,227.288742
1.071429,4,227.305732
1.190476,9,227.327733
1.142857,7,227.345452
1.071429,4,227.356083
1.119048,6,227.376366
1.071429,4,227.388732
1.095238,5,227.401363
1.119048,6,227.415412
1.119048,6,227.430233
1.071429,4,227.441197
-0.809524,9,227.470009
1.190476,9,227.494023
1.142857,7,227.5107
-0.714286,13,227.543128
1.071429,4,227.550816
1.071429,4,227.564439
1.071429,4,227.576121
1.142857,7,227.590882
1.357143,16,227.630192
1.071429,4,227.637856
1.071429,4,227.648387
1.071429,4,227.658832
1.071429,4,227.669033
1.119048,6,227.68258
1.071429,4,227.693091
1.071429,4,227.705112
1.071429,4,227.712719
1.071429,4,227.723164
1.071429,4,227.733729
-0.809524,9,227.75595
1.071429,4,227.766285
1.071429,4,227.773925
1.119048,6,227.791767
1.071429,4,227.79924
1.071429,4,227.80964
1.071429,4,227.820102
1.071429,4,227.830294
1.071429,4,227.840735
-0.904762,5,227.853319
1.119048,6,227.866548
1.071429,4,227.876693
1.071429,4,227.884369
1.071429,4,227.895774
1.214286,10,227.917536
1.071429,4,227.927725
1.190476,9,227.949642
1.071429,4,227.961445
1.071429,4,227.969266
1.071429,4,227.97961
1.071429,4,227.989885
1.071429,4,228.000232
1.071429,4,228.010371
1.190476,9,228.028219
1.071429,4,228.042461
1.071429,4,228.052674
1.071429,4,228.063279
1.071429,4,228.073736
-0.809524,9,228.095007
1.071429,4,228.106138
-0.833333,8,228.126254
1.142857,7,228.141493
1.071429,4,228.151947
1.142857,7,228.166926
1.071429,4,228.178715
1.071429,4,228.191774
1.142857,7,228.206862
1.071429,4,228.218252
1.071429,4,228.229074
1.142857,7,228.244252
1.071429,4,228.254627
1.071429,4,228.265361
1.071429,4,228.275859
1.166667,8,228.29245
-0.880952,6,228.310702
1.142857,7,228.337997
1.071429,4,228.357336
-9.619048,17,228.406204
1.071429,4,228.423082
-0.809524,9,228.449695
-0.904762,5,228.466829
1.071429,4,228.476879
1.142857,7,228.492007
1.071429,4,228.502904
-0.690476,14,228.536203
1.071429,4,228.544055
1.071429,4,228.559079
1.071429,4,228.570998
1.142857,7,228.586483
1.119048,6,228.60363
1.142857,7,228.618667
-0.761905,11,228.643959
-0.833333,8,228.663814
1.071429,4,228.674588
1.071429,4,228.68227
1.142857,7,228.701639
1.142857,7,228.71666
-0.904762,5,228.729542
1.071429,4,228.740364
1.071429,4,228.750757
1.119048,6,228.764468
1.071429,4,228.779289
1.071429,4,228.790489
1.071429,4,228.798607
1.071429,4,228.809737
1.142857,7,228.834358
1.071429,4,228.842901
-0.880952,6,228.864692
1.142857,7,228.882403
1.071429,4,228.898906
1.071429,4,228.914943
1.071429,4,228.922872
1.071429,4,228.935212
1.071429,4,228.949069
1.071429,4,228.964884
1.142857,7,228.984655
1.071429,4,229.000922
1.071429,4,229.016231
1.071429,4,229.027119
1.142857,7,229.04219
1.142857,7,229.056984
1.071429,4,229.067434
1.071429,4,229.077677
1.190476,9,229.09802
-0.857143,7,229.115205
1.071429,4,229.125758
1.071429,4,229.136003
1.214286,10,229.157969
1.166667,8,229.17673
1.119048,6,229.197062
1.142857,7,229.21628
1.142857,7,229.236368
1.071429,4,229.255695
1.119048,6,229.269284
1.071429,4,229.285618
1.071429,4,229.301959
1.071429,4,229.316589
1.071429,4,229.328786
1.071429,4,229.336539
1.071429,4,229.352683
1.214286,10,229.375175
1.142857,7,229.403024
1.309524,14,229.431587
1.142857,7,229.455944
1.071429,4,229.466138
1.071429,4,229.47386
1.071429,4,229.484441
1.142857,7,229.502938
1.119048,6,229.516688
-0.738095,12,229.542634
1.071429,4,229.553123
1.071429,4,229.563622
1.190476,9,229.584386
1.071429,4,229.591996
1.071429,4,229.602932
1.142857,7,229.620342
1.119048,6,229.6339
1.071429,4,229.644515
1.071429,4,229.652144
1.071429,4,229.662821
1.071429,4,229.673491
1.071429,4,229.683907
1.071429,4,229.694884
1.071429,4,229.702675
1.071429,4,229.713158
1.071429,4,229.72389
1.142857,7,229.738668
1.071429,4,229.74931
1.071429,4,229.759682
-0.785714,10,229.784861
1.071429,4,229.795327
1.071429,4,229.805462
1.071429,4,229.813257
1.238095,11,229.843155
1.214286,10,229.866925
-0.761905,11,229.891982
1.071429,4,229.902266
1.071429,4,229.909993
1.071429,4,229.920426
1.071429,4,229.930836
-0.738095,12,229.956871
1.142857,7,229.974718
1.309524,14,230.006953
1.071429,4,230.014802
1.071429,4,230.025666
1.071429,4,230.036115
-9.690476,14,230.066251
1.071429,4,230.080905
1.071429,4,230.088596
1.071429,4,230.10002
1.071429,4,230.113029
1.071429,4,230.123234
1.071429,4,230.13359
1.071429,4,230.141324
1.071429,4,230.154092
1.071429,4,230.170359
1.142857,7,230.185299
1.071429,4,230.195812
1.071429,4,230.206195
1.071429,4,230.216496
1.071429,4,230.22669
1.142857,7,230.241477
1.071429,4,230.252239
1.142857,7,230.267185
1.071429,4,230.277758
1.071429,4,230.295284
1.261905,12,230.320485
1.238095,11,230.344384
1.071429,4,230.354891
-0.785714,10,230.377397
1.142857,7,230.394881
1.190476,9,230.412621
-0.785714,10,230.435165
1.214286,10,230.464758
1.071429,4,230.475494
1.071429,4,230.48578
1.071429,4,230.495999
1.142857,7,230.511192
-0.738095,12,230.544421
1.071429,4,230.552083
1.071429,4,230.562837
1.071429,4,230.573321
1.071429,4,230.583585
1.071429,4,230.594837
1.214286,10,230.617073
1.071429,4,230.624795
1.071429,4,230.635354
-0.833333,8,230.664993
1.142857,7,230.680513
1.071429,4,230.691549
1.071429,4,230.70233
1.071429,4,230.715045
1.071429,4,230.722966
1.071429,4,230.735371
-0.880952,6,230.753798
1.071429,4,230.774543
1.119048,6,230.792528
1.214286,10,230.821049
1.071429,4,230.83501
-0.928571,4,230.848004
1.071429,4,230.858307
1.071429,4,230.86876
1.071429,4,230.876559
1.071429,4,230.887049
-0.833333,8,230.906651
1.071429,4,230.91685
1.190476,9,230.940271
1.071429,4,230.952841
1.142857,7,230.972635
1.071429,4,230.980234
1.071429,4,230.992743
1.071429,4,231.003222
1.071429,4,231.013449
1.071429,4,231.023721
1.071429,4,231.031425
1.142857,7,231.048838
1.071429,4,231.059535
1.190476,9,231.08045
1.142857,7,231.098132
1.071429,4,231.108816
1.071429,4,231.116538
1.071429,4,231.127101
1.214286,10,231.149626
1.071429,4,231.160341
-0.880952,6,231.174721
1.071429,4,231.187147
1.142857,7,231.204255
1.285714,13,231.233562
1.071429,4,231.245158
1.071429,4,231.255634
1.071429,4,231.264003
1.142857,7,231.28177
1.071429,4,231.292352
1.119048,6,231.305488
1.119048,6,231.320336
1.142857,7,231.335163
1.142857,7,231.353184
1.071429,4,231.363509
1.142857,7,231.37864
1.071429,4,231.389017
1.071429,4,231.399349
1.071429,4,231.407128
1.071429,4,231.418408
1.095238,5,231.433328
1.119048,6,231.453721
1.071429,4,231.468345
1.142857,7,231.488264
1.071429,4,231.49596
1.071429,4,231.506858
1.071429,4,231.517185
1.071429,4,231.527686
-0.833333,8,231.544882
1.142857,7,231.576222
1.071429,4,231.586424
1.071429,4,231.594139
-0.785714,10,231.616688
1.119048,6,231.632592
1.142857,7,231.649541
-0.809524,9,231.673835
1.119048,6,231.687524
-0.833333,8,231.710421
1.071429,4,231.71814
1.071429,4,231.728425
1.071429,4,231.738811
-0.880952,6,231.75323
1.071429,4,231.766191
1.071429,4,231.78318
1.142857,7,231.803674
-0.833333,8,231.823952
1.142857,7,231.838671
1.071429,4,231.849236
1.071429,4,231.859432
1.071429,4,231.871533
1.071429,4,231.879286
1.071429,4,231.889747
1.214286,10,231.912009
1.309524,14,231.945165
1.071429,4,231.962669
1.333333,15,231.996145
1.071429,4,232.006465
1.142857,7,232.022185
1.071429,4,232.032618
1.071429,4,232.043131
1.071429,4,232.050981
1.071429,4,232.061623
1.071429,4,232.072505
1.261905,12,232.09714
1.142857,7,232.114448
1.142857,7,232.129578
-0.833333,8,232.149793
1.071429,4,232.160513
1.119048,6,232.173903
1.142857,7,232.193601
1.071429,4,232.203926
1.142857,7,232.218566
1.119048,6,232.234297
1.071429,4,232.241987
1.071429,4,232.252409
1.071429,4,232.262696
1.214286,10,232.284409
1.166667,8,232.303009
1.071429,4,232.310807
1.119048,6,232.326856
1.238095,11,232.350142
1.238095,11,232.374889
1.142857,7,232.395298
1.071429,4,232.405613
1.071429,4,232.416497
1.190476,9,232.438927
1.214286,10,232.461492
1.142857,7,232.476454
1.190476,9,232.498244
1.071429,4,232.508507
1.142857,7,232.523528
-0.785714,10,232.545948
1.071429,4,232.556487
1.071429,4,232.568318
1.071429,4,232.583131
1.071429,4,232.590743
-9.642857,16,232.628094
1.166667,8,232.646779
1.071429,4,232.657372
1.071429,4,232.667521
1.071429,4,232.678167
1.071429,4,232.685952
1.071429,4,232.696483
-0.880952,6,232.716925
1.071429,4,232.729506
1.142857,7,232.747998
1.071429,4,232.755754
1.071429,4,232.766477
1.071429,4,232.781132
1.119048,6,232.796356
-0.904762,5,232.809167
1.142857,7,232.826771
1.071429,4,232.834524
1.119048,6,232.850915
1.142857,7,232.86803
1.214286,10,232.890044
1.071429,4,232.900915
1.071429,4,232.911344
1.071429,4,232.919077
1.071429,4,232.930023
1.261905,12,232.958252
-9.595238,18,232.994468
1.142857,7,233.01282
-0.690476,14,233.048161
1.071429,4,233.058672
1.142857,7,233.075982
1.071429,4,233.083712
1.142857,7,233.101323
1.071429,4,233.116335
1.095238,5,233.128411
-9.738095,12,233.157764
1.071429,4,233.1697
1.071429,4,233.180058
1.071429,4,233.187739
1.071429,4,233.198206
-0.857143,7,233.22089
1.071429,4,233.228496
1.071429,4,233.238918
1.071429,4,233.249307
1.071429,4,233.259416
1.071429,4,233.269655
1.071429,4,233.277411
-0.833333,8,233.298578
1.095238,5,233.310848
1.166667,8,233.336654
1.095238,5,233.350876
1.119048,6,233.367054
1.071429,4,233.377391
1.071429,4,233.385378
1.166667,8,233.405324
1.142857,7,233.420486
1.071429,4,233.431306
1.071429,4,233.441909
1.095238,5,233.453761
1.095238,5,233.466159
1.071429,4,233.477021
1.095238,5,233.48918
1.071429,4,233.501197
-0.809524,9,233.520154
1.071429,4,233.531009
1.119048,6,233.546243
1.071429,4,233.556919
1.071429,4,233.567647
1.071429,4,233.578486
1.071429,4,233.58926
1.071429,4,233.596982
1.071429,4,233.607498
1.071429,4,233.622359
1.071429,4,233.637526
1.071429,4,233.648692
1.095238,5,233.662995
1.071429,4,233.670738
1.166667,8,233.690355
1.071429,4,233.706891
1.166667,8,233.724218
1.071429,4,233.734488
-0.738095,12,233.764907
1.071429,4,233.772678
1.071429,4,233.789859
1.095238,5,233.802439
1.142857,7,233.820055
1.071429,4,233.827765
1.071429,4,233.838155
1.142857,7,233.860531
1.261905,12,233.885549
1.071429,4,233.895764
1.071429,4,233.905838
1.142857,7,233.920751
1.071429,4,233.931
1.166667,8,233.947119
1.071429,4,233.957588
1.071429,4,233.972184
1.071429,4,233.98256
-0.833333,8,233.999304
1.071429,4,234.010271
1.071429,4,234.023676
1.142857,7,234.038294
1.380952,17,234.080675
1.119048,6,234.093852
1.071429,4,234.103932
1.142857,7,234.122924
1.071429,4,234.133291
1.071429,4,234.143423
1.071429,4,234.153691
1.071429,4,234.161343
1.071429,4,234.179153
-0.833333,8,234.199162
1.142857,7,234.215753
-0.785714,10,234.243636
-0.809524,9,234.265903
1.071429,4,234.276206
1.071429,4,234.286565
1.071429,4,234.29429
1.071429,4,234.308672
1.071429,4,234.318862
1.071429,4,234.329165
1.071429,4,234.339415
-0.690476,14,234.368093
1.071429,4,234.378559
1.071429,4,234.391578
1.071429,4,234.402017
1.071429,4,234.41208
1.071429,4,234.419836
1.071429,4,234.431444
1.095238,5,234.443091
1.071429,4,234.453322
-0.738095,12,234.478551
1.071429,4,234.4891
-0.857143,7,234.511824
1.071429,4,234.519319
1.071429,4,234.529679
1.071429,4,234.539946
1.119048,6,234.552968
1.071429,4,234.563163
1.095238,5,234.574724
-0.785714,10,234.598475
1.071429,4,234.608571
