#{"t_start": 1594001629.9526608, "env_id": null}
r,l,t
1.071429,4,206.508094
-9.785714,10,206.530104
-0.714286,13,206.560498
1.142857,7,206.576418
-9.761905,11,206.601493
1.071429,4,206.612917
-0.738095,12,206.641987
1.071429,4,206.649769
1.071429,4,206.66057
1.071429,4,206.671105
1.071429,4,206.681288
-0.738095,12,206.707292
1.071429,4,206.723257
1.142857,7,206.741629
1.214286,10,206.767552
1.071429,4,206.782946
1.071429,4,206.794545
1.071429,4,206.805342
1.142857,7,206.823002
1.071429,4,206.838284
1.142857,7,206.854322
1.142857,7,206.872405
1.071429,4,206.887754
1.071429,4,206.896076
-0.833333,8,206.916317
1.071429,4,206.93126
1.071429,4,206.946519
1.071429,4,206.954595
1.119048,6,206.974171
1.119048,6,206.987779
1.071429,4,206.999566
1.071429,4,207.007553
1.071429,4,207.018185
1.071429,4,207.028829
1.071429,4,207.039397
1.142857,7,207.054607
1.071429,4,207.065345
1.261905,12,207.091162
1.071429,4,207.101863
-0.738095,12,207.130707
1.071429,4,207.138811
1.071429,4,207.149768
1.071429,4,207.162221
1.119048,6,207.17582
1.166667,8,207.205077
1.071429,4,207.216261
1.071429,4,207.224014
1.071429,4,207.23458
1.071429,4,207.24734
1.071429,4,207.258292
1.142857,7,207.276188
1.071429,4,207.287142
1.142857,7,207.302225
1.071429,4,207.316757
1.071429,4,207.327316
1.071429,4,207.337952
1.071429,4,207.348792
1.142857,7,207.368019
-0.761905,11,207.39588
1.095238,5,207.407984
1.071429,4,207.418418
1.071429,4,207.428885
1.071429,4,207.439172
1.142857,7,207.454426
1.071429,4,207.464925
1.095238,5,207.477238
1.095238,5,207.489417
1.071429,4,207.499894
1.142857,7,207.517819
1.071429,4,207.52833
1.071429,4,207.538919
1.071429,4,207.546699
1.071429,4,207.559564
1.166667,8,207.579841
1.071429,4,207.591698
1.071429,4,207.599176
1.071429,4,207.609786
1.119048,6,207.623199
1.071429,4,207.634983
-9.785714,10,207.65779
1.071429,4,207.671203
1.166667,8,207.692696
1.071429,4,207.701081
1.142857,7,207.719616
1.071429,4,207.730366
1.119048,6,207.744627
1.071429,4,207.755553
1.071429,4,207.763401
1.142857,7,207.782845
1.071429,4,207.794354
1.071429,4,207.802306
1.071429,4,207.812943
1.071429,4,207.825669
1.071429,4,207.835867
-0.690476,14,207.867759
1.071429,4,207.87552
1.071429,4,207.886419
1.071429,4,207.896893
1.071429,4,207.907414
1.071429,4,207.917727
1.071429,4,207.925532
1.142857,7,207.949545
1.119048,6,207.962882
-0.857143,7,207.978335
1.071429,4,207.988946
1.142857,7,208.007356
-9.690476,14,208.035119
1.071429,4,208.050318
1.071429,4,208.060952
1.071429,4,208.072016
1.071429,4,208.082169
1.071429,4,208.090059
1.071429,4,208.100538
1.071429,4,208.110964
1.166667,8,208.129842
1.071429,4,208.137667
1.071429,4,208.148029
1.071429,4,208.165033
1.071429,4,208.176175
1.071429,4,208.186248
1.071429,4,208.194095
-9.666667,15,208.227613
1.071429,4,208.238283
1.071429,4,208.252734
1.071429,4,208.268092
-9.809524,9,208.292274
1.238095,11,208.315925
1.071429,4,208.326164
1.142857,7,208.341105
1.071429,4,208.351359
1.142857,7,208.369313
1.071429,4,208.379616
1.071429,4,208.389766
1.119048,6,208.403119
1.071429,4,208.413489
-0.809524,9,208.434565
1.119048,6,208.447882
1.071429,4,208.458164
-0.738095,12,208.484065
1.071429,4,208.494889
1.333333,15,208.526417
1.071429,4,208.538183
1.095238,5,208.549922
1.071429,4,208.557614
1.071429,4,208.569351
1.071429,4,208.588806
1.166667,8,208.6087
1.071429,4,208.61651
1.071429,4,208.626863
1.214286,10,208.64859
1.071429,4,208.659003
1.071429,4,208.669103
1.071429,4,208.67933
1.071429,4,208.686944
1.119048,6,208.70261
-0.809524,9,208.720963
1.071429,4,208.732686
1.071429,4,208.743225
1.071429,4,208.753677
1.166667,8,208.77029
-0.833333,8,208.791425
1.071429,4,208.801697
1.142857,7,208.81638
-0.833333,8,208.840432
1.071429,4,208.851612
1.071429,4,208.859215
1.095238,5,208.874396
1.142857,7,208.895155
1.071429,4,208.905142
1.071429,4,208.912749
1.142857,7,208.93007
1.071429,4,208.940135
1.071429,4,208.947814
1.071429,4,208.959401
1.071429,4,208.969727
1.142857,7,208.984397
1.142857,7,209.001678
1.071429,4,209.011748
1.071429,4,209.019471
1.071429,4,209.032732
-0.809524,9,209.058105
1.071429,4,209.068324
1.071429,4,209.078415
1.071429,4,209.086118
1.071429,4,209.096599
1.071429,4,209.107582
1.142857,7,209.122309
1.071429,4,209.132702
-0.880952,6,209.146647
1.071429,4,209.157163
1.071429,4,209.167696
1.119048,6,209.181146
1.071429,4,209.191605
-9.809524,9,209.213095
1.071429,4,209.223636
-0.833333,8,209.240475
-9.833333,8,209.259221
1.071429,4,209.26949
1.071429,4,209.277145
1.071429,4,209.287489
1.166667,8,209.308495
1.142857,7,209.323368
1.071429,4,209.333609
1.071429,4,209.344018
1.071429,4,209.35429
1.142857,7,209.37002
1.071429,4,209.384294
1.095238,5,209.396383
1.142857,7,209.411644
1.071429,4,209.421827
-9.809524,9,209.441528
1.071429,4,209.455769
-9.857143,7,209.470212
1.071429,4,209.480514
-0.880952,6,209.494815
-0.857143,7,209.510099
1.119048,6,209.525894
-9.833333,8,209.542344
-9.809524,9,209.56672
1.071429,4,209.585015
1.142857,7,209.603599
1.142857,7,209.620738
1.119048,6,209.634017
-9.666667,15,209.665072
1.071429,4,209.678317
1.095238,5,209.690557
1.071429,4,209.698189
-0.904762,5,209.711473
-0.904762,5,209.723851
-0.809524,9,209.744719
-0.738095,12,209.784678
1.119048,6,209.799149
1.142857,7,209.814366
1.071429,4,209.825055
1.071429,4,209.835429
1.285714,13,209.866787
1.071429,4,209.877253
1.071429,4,209.887563
1.119048,6,209.90069
1.142857,7,209.917676
1.071429,4,209.925467
1.071429,4,209.935634
1.142857,7,209.957519
1.071429,4,209.965183
1.071429,4,209.975704
-9.857143,7,209.996395
1.119048,6,210.01048
1.071429,4,210.020782
1.142857,7,210.036283
1.071429,4,210.048565
1.071429,4,210.05898
-9.761905,11,210.08192
1.071429,4,210.093359
1.142857,7,210.108435
1.119048,6,210.12174
1.071429,4,210.13312
-0.880952,6,210.147079
-0.857143,7,210.168255
1.071429,4,210.175868
1.142857,7,210.194502
1.119048,6,210.2096
1.071429,4,210.219877
1.142857,7,210.236032
-0.738095,12,210.26407
1.071429,4,210.271615
-0.857143,7,210.289676
1.071429,4,210.299828
1.071429,4,210.307567
-0.809524,9,210.328502
1.071429,4,210.339866
1.119048,6,210.353296
-0.809524,9,210.374509
1.071429,4,210.386387
1.071429,4,210.396706
1.071429,4,210.404488
1.071429,4,210.415823
-9.785714,10,210.437186
1.071429,4,210.447683
-0.761905,11,210.471615
1.166667,8,210.490515
1.071429,4,210.500835
1.071429,4,210.508489
1.071429,4,210.518886
1.071429,4,210.529267
1.071429,4,210.539436
1.071429,4,210.551848
1.119048,6,210.565425
1.142857,7,210.58143
1.071429,4,210.593154
-0.904762,5,210.605675
1.071429,4,210.615847
1.071429,4,210.626888
1.071429,4,210.634687
1.071429,4,210.645043
1.071429,4,210.656225
1.071429,4,210.666614
1.119048,6,210.683064
1.119048,6,210.696264
1.071429,4,210.70757
-0.904762,5,210.719978
1.071429,4,210.730259
-0.857143,7,210.745766
1.142857,7,210.763077
1.071429,4,210.770926
1.071429,4,210.785986
1.142857,7,210.803461
1.071429,4,210.811048
1.142857,7,210.828518
1.071429,4,210.838727
1.142857,7,210.853551
1.071429,4,210.863697
1.071429,4,210.874026
1.071429,4,210.881721
1.071429,4,210.891888
1.142857,7,210.917904
1.071429,4,210.925707
1.071429,4,210.940744
-0.880952,6,210.954812
1.142857,7,210.978259
1.071429,4,210.990697
1.142857,7,211.006791
-0.761905,11,211.038339
1.166667,8,211.062106
1.071429,4,211.072633
1.142857,7,211.087677
1.071429,4,211.099238
1.142857,7,211.115785
1.071429,4,211.130497
1.071429,4,211.140849
1.095238,5,211.152855
1.071429,4,211.16311
1.238095,11,211.186998
-0.880952,6,211.201905
1.071429,4,211.212318
1.142857,7,211.227186
1.071429,4,211.237579
1.071429,4,211.247667
1.071429,4,211.257909
1.071429,4,211.265703
1.071429,4,211.27623
1.071429,4,211.286816
1.071429,4,211.297176
1.142857,7,211.315545
1.119048,6,211.328682
-0.833333,8,211.348266
1.071429,4,211.359162
1.071429,4,211.369296
1.071429,4,211.377079
1.119048,6,211.394137
-9.785714,10,211.415379
1.071429,4,211.423158
1.071429,4,211.444055
1.285714,13,211.478719
1.071429,4,211.489291
1.071429,4,211.496947
1.142857,7,211.514466
1.071429,4,211.524812
1.119048,6,211.53808
-0.880952,6,211.552179
1.190476,9,211.57372
1.119048,6,211.587026
1.071429,4,211.599095
1.071429,4,211.610148
1.071429,4,211.617824
1.071429,4,211.629291
-0.785714,10,211.6517
1.071429,4,211.663945
1.071429,4,211.673952
-0.880952,6,211.687902
-0.809524,9,211.708885
1.071429,4,211.721469
1.071429,4,211.729144
1.071429,4,211.739538
1.071429,4,211.749867
1.071429,4,211.764388
1.071429,4,211.779251
1.142857,7,211.794548
1.071429,4,211.80477
1.071429,4,211.817849
1.071429,4,211.825208
1.071429,4,211.835506
1.071429,4,211.845892
1.071429,4,211.856152
1.071429,4,211.866374
1.071429,4,211.874022
1.071429,4,211.886151
-9.809524,9,211.910666
1.071429,4,211.921297
-9.761905,11,211.944304
1.095238,5,211.956208
1.190476,9,211.976933
1.095238,5,211.988834
1.261905,12,212.015828
-0.880952,6,212.029923
1.071429,4,212.0404
1.071429,4,212.051179
1.071429,4,212.062688
1.166667,8,212.079012
1.095238,5,212.090846
1.071429,4,212.101269
1.071429,4,212.111741
1.071429,4,212.123933
1.071429,4,212.135042
1.071429,4,212.143154
1.071429,4,212.15845
1.071429,4,212.171303
-9.642857,16,212.204767
1.071429,4,212.218379
1.071429,4,212.228938
1.071429,4,212.240591
1.071429,4,212.248473
1.071429,4,212.263355
1.071429,4,212.274575
1.071429,4,212.285002
1.071429,4,212.295125
-9.809524,9,212.31358
1.142857,7,212.331104
1.095238,5,212.342881
-9.833333,8,212.358354
1.142857,7,212.375891
1.214286,10,212.398054
1.095238,5,212.409634
1.214286,10,212.431514
1.071429,4,212.441684
1.071429,4,212.449244
1.071429,4,212.459913
1.071429,4,212.470219
1.095238,5,212.482436
1.071429,4,212.492503
1.071429,4,212.502615
1.071429,4,212.510313
1.071429,4,212.520529
1.119048,6,212.537228
1.166667,8,212.556454
1.071429,4,212.566793
1.071429,4,212.577195
1.071429,4,212.584956
1.071429,4,212.595377
1.071429,4,212.605602
1.071429,4,212.615984
1.071429,4,212.626185
-9.833333,8,212.641822
1.071429,4,212.652068
1.071429,4,212.662688
1.071429,4,212.672795
1.071429,4,212.680502
1.071429,4,212.690691
1.071429,4,212.700994
1.166667,8,212.723216
1.071429,4,212.730948
-0.833333,8,212.750502
1.071429,4,212.760899
-0.904762,5,212.77348
1.095238,5,212.785459
-0.904762,5,212.79988
1.071429,4,212.810167
-0.880952,6,212.824265
-0.880952,6,212.838135
1.071429,4,212.84869
1.238095,11,212.872226
-0.880952,6,212.889974
1.071429,4,212.903809
1.071429,4,212.914435
1.071429,4,212.924843
1.190476,9,212.943148
1.166667,8,212.962227
1.071429,4,212.9726
1.071429,4,212.982932
1.142857,7,212.998868
1.095238,5,213.010743
1.238095,11,213.034273
1.071429,4,213.047963
1.142857,7,213.062423
1.119048,6,213.08048
1.071429,4,213.088182
1.071429,4,213.099573
-0.809524,9,213.120993
1.119048,6,213.134225
1.071429,4,213.144527
1.095238,5,213.156317
1.071429,4,213.167006
1.095238,5,213.179016
-0.857143,7,213.194219
1.166667,8,213.213038
1.166667,8,213.229209
1.071429,4,213.239677
1.142857,7,213.257203
1.071429,4,213.264996
1.071429,4,213.275299
-0.809524,9,213.296914
1.071429,4,213.307626
1.142857,7,213.402591
1.071429,4,213.41654
1.142857,7,213.4372
1.071429,4,213.459097
1.071429,4,213.475252
-0.880952,6,213.490403
1.166667,8,213.519916
1.142857,7,213.538835
1.071429,4,213.552882
1.071429,4,213.565546
1.071429,4,213.576274
-0.833333,8,213.594267
1.071429,4,213.608394
1.071429,4,213.619256
1.071429,4,213.630046
-0.738095,12,213.659073
1.071429,4,213.673942
1.071429,4,213.68467
1.119048,6,213.699644
1.071429,4,213.711381
1.071429,4,213.719383
1.071429,4,213.730368
1.071429,4,213.741232
1.071429,4,213.752023
1.071429,4,213.764599
1.071429,4,213.772526
1.071429,4,213.785332
1.071429,4,213.795981
1.071429,4,213.806382
1.071429,4,213.816658
1.071429,4,213.824505
1.071429,4,213.835062
1.142857,7,213.852679
-9.738095,12,213.877492
1.261905,12,213.903849
-0.809524,9,213.92567
1.071429,4,213.940534
1.142857,7,213.956258
-0.809524,9,213.978308
1.071429,4,213.989327
1.071429,4,214.004297
1.095238,5,214.016404
1.071429,4,214.026874
-0.833333,8,214.044195
1.119048,6,214.057764
1.071429,4,214.068608
1.142857,7,214.086334
1.142857,7,214.101899
1.095238,5,214.113795
1.166667,8,214.133079
1.119048,6,214.147716
1.071429,4,214.162099
1.071429,4,214.1695
-9.761905,11,214.197966
1.071429,4,214.206111
1.142857,7,214.234468
1.071429,4,214.248083
1.071429,4,214.256182
1.142857,7,214.279621
1.071429,4,214.28995
1.071429,4,214.297713
1.071429,4,214.308187
1.071429,4,214.318569
-0.833333,8,214.338854
1.071429,4,214.346595
1.071429,4,214.359504
1.071429,4,214.374902
1.071429,4,214.387147
-0.761905,11,214.414722
1.071429,4,214.425021
1.071429,4,214.435192
1.071429,4,214.442967
1.142857,7,214.460763
1.071429,4,214.471266
1.071429,4,214.478902
1.071429,4,214.490369
1.166667,8,214.509572
-0.880952,6,214.523727
1.071429,4,214.533823
1.071429,4,214.547418
1.166667,8,214.563985
1.071429,4,214.574377
1.071429,4,214.584657
1.071429,4,214.595334
-0.785714,10,214.621839
1.071429,4,214.629561
1.071429,4,214.639767
1.142857,7,214.663779
1.071429,4,214.671553
-9.738095,12,214.702294
1.119048,6,214.715885
1.071429,4,214.726158
1.071429,4,214.736413
1.071429,4,214.744155
1.119048,6,214.759932
1.238095,11,214.786521
1.071429,4,214.79696
1.071429,4,214.804687
1.119048,6,214.825073
1.166667,8,214.844349
1.071429,4,214.855218
1.071429,4,214.874615
1.119048,6,214.892184
1.190476,9,214.912321
-0.833333,8,214.929156
1.214286,10,214.951056
1.071429,4,214.961547
1.071429,4,214.971787
1.071429,4,214.983063
1.285714,13,215.010965
1.071429,4,215.022655
1.142857,7,215.041488
1.238095,11,215.070006
1.071429,4,215.081368
1.071429,4,215.089097
1.214286,10,215.111881
1.071429,4,215.122112
1.071429,4,215.132622
1.071429,4,215.142744
1.071429,4,215.152898
1.071429,4,215.160649
1.071429,4,215.171347
1.071429,4,215.18171
1.071429,4,215.191917
1.071429,4,215.202178
-0.761905,11,215.227229
1.071429,4,215.237345
1.071429,4,215.245103
1.071429,4,215.257241
1.071429,4,215.267447
-9.738095,12,215.292211
1.071429,4,215.302651
1.071429,4,215.316282
1.071429,4,215.326364
1.071429,4,215.336544
1.071429,4,215.344167
1.071429,4,215.354514
1.071429,4,215.364742
1.071429,4,215.374788
1.071429,4,215.384887
1.071429,4,215.392652
1.142857,7,215.414715
1.214286,10,215.447776
1.071429,4,215.462456
1.071429,4,215.470306
-0.738095,12,215.505108
1.071429,4,215.515172
-0.714286,13,215.543333
1.071429,4,215.553603
1.142857,7,215.569866
1.071429,4,215.583493
1.142857,7,215.600512
1.119048,6,215.614056
1.071429,4,215.624184
1.071429,4,215.631824
-0.809524,9,215.662027
1.071429,4,215.674744
-0.904762,5,215.695314
-0.809524,9,215.722479
1.071429,4,215.73278
1.071429,4,215.740636
1.071429,4,215.752585
1.071429,4,215.763258
1.071429,4,215.773754
1.071429,4,215.78526
1.071429,4,215.793043
1.071429,4,215.808903
1.071429,4,215.824315
1.119048,6,215.839683
-0.785714,10,215.86454
1.071429,4,215.875089
1.142857,7,215.88975
1.071429,4,215.900508
1.142857,7,215.918363
1.071429,4,215.926238
-0.904762,5,215.938846
1.214286,10,215.965701
1.142857,7,215.983579
1.071429,4,215.994075
1.071429,4,216.002052
1.071429,4,216.012921
1.071429,4,216.023738
-0.857143,7,216.040254
-0.714286,13,216.073141
1.071429,4,216.084038
1.142857,7,216.101117
1.071429,4,216.112482
1.071429,4,216.127481
1.142857,7,216.147008
1.142857,7,216.165636
1.214286,10,216.18862
1.214286,10,216.210891
1.190476,9,216.228943
1.071429,4,216.239464
1.071429,4,216.251002
1.071429,4,216.26131
1.071429,4,216.272654
1.071429,4,216.280168
1.071429,4,216.292936
1.071429,4,216.30344
1.214286,10,216.325265
-0.880952,6,216.339267
1.071429,4,216.34956
1.071429,4,216.363796
1.071429,4,216.374157
1.071429,4,216.38183
1.071429,4,216.3929
1.071429,4,216.403404
1.071429,4,216.413612
-9.666667,15,216.45451
1.071429,4,216.469645
1.142857,7,216.493388
1.071429,4,216.503824
1.071429,4,216.514122
1.071429,4,216.521808
1.166667,8,216.543745
-0.714286,13,216.573196
1.142857,7,216.588076
1.214286,10,216.611557
1.190476,9,216.632743
1.071429,4,216.644932
1.119048,6,216.658573
1.071429,4,216.668902
1.071429,4,216.676745
1.190476,9,216.697951
1.071429,4,216.70838
1.142857,7,216.723754
1.142857,7,216.741601
1.071429,4,216.75191
1.261905,12,216.784208
1.071429,4,216.794846
1.071429,4,216.805133
1.071429,4,216.812916
-0.761905,11,216.839346
1.071429,4,216.847011
1.071429,4,216.857403
1.071429,4,216.867873
1.119048,6,216.883106
1.071429,4,216.894699
1.142857,7,216.909703
1.238095,11,216.943257
1.142857,7,216.958259
1.214286,10,216.981798
1.142857,7,216.996718
-0.904762,5,217.009272
1.071429,4,217.019741
1.119048,6,217.032928
1.071429,4,217.043364
1.071429,4,217.053844
-9.738095,12,217.078227
-0.738095,12,217.11113
1.142857,7,217.126048
1.142857,7,217.14464
-0.714286,13,217.173016
1.071429,4,217.184053
1.071429,4,217.194501
-0.738095,12,217.222536
1.071429,4,217.232868
-0.857143,7,217.248189
1.071429,4,217.260716
1.071429,4,217.271012
1.071429,4,217.281212
1.071429,4,217.291335
1.142857,7,217.306188
1.142857,7,217.326636
1.214286,10,217.348387
1.214286,10,217.370595
1.142857,7,217.38862
1.071429,4,217.402072
1.071429,4,217.409866
-0.857143,7,217.432211
1.142857,7,217.447288
1.071429,4,217.457904
1.071429,4,217.468354
1.119048,6,217.481747
1.071429,4,217.492068
1.071429,4,217.502396
1.071429,4,217.510054
1.142857,7,217.527437
1.166667,8,217.543731
1.071429,4,217.557339
1.071429,4,217.568218
1.071429,4,217.578402
1.071429,4,217.588669
1.142857,7,217.603685
1.071429,4,217.613901
1.190476,9,217.638256
1.071429,4,217.645942
1.119048,6,217.681066
-0.690476,14,217.711766
1.142857,7,217.733374
1.071429,4,217.744511
1.119048,6,217.764591
1.142857,7,217.78208
1.142857,7,217.802016
1.071429,4,217.809784
-0.880952,6,217.830693
1.071429,4,217.838233
1.142857,7,217.855763
1.142857,7,217.872945
1.071429,4,217.883235
1.071429,4,217.893408
1.142857,7,217.908547
-0.833333,8,217.932828
1.142857,7,217.947674
1.309524,14,217.978664
1.071429,4,217.988867
1.071429,4,217.999269
1.071429,4,218.007076
1.071429,4,218.019656
1.071429,4,218.031442
1.142857,7,218.046245
1.071429,4,218.056841
-0.785714,10,218.081135
1.214286,10,218.110561
1.071429,4,218.121306
1.071429,4,218.131556
1.119048,6,218.144925
1.071429,4,218.155208
1.119048,6,218.168844
1.142857,7,218.183454
1.071429,4,218.193662
1.190476,9,218.214002
1.142857,7,218.231194
1.071429,4,218.24179
1.238095,11,218.267093
-0.880952,6,218.28581
1.071429,4,218.293518
1.071429,4,218.308373
-9.738095,12,218.339412
1.071429,4,218.347121
1.071429,4,218.357721
1.071429,4,218.368824
1.166667,8,218.387848
1.071429,4,218.395562
-0.880952,6,218.412158
1.071429,4,218.419811
1.238095,11,218.44617
1.071429,4,218.453899
1.071429,4,218.464579
1.119048,6,218.477841
1.119048,6,218.493937
1.071429,4,218.501649
1.142857,7,218.519288
1.071429,4,218.529603
1.071429,4,218.537429
1.214286,10,218.559324
1.238095,11,218.586237
1.071429,4,218.593973
1.071429,4,218.604658
-0.738095,12,218.633316
1.142857,7,218.649496
1.071429,4,218.659878
-0.809524,9,218.680766
1.071429,4,218.688531
1.071429,4,218.698829
1.071429,4,218.709296
1.071429,4,218.719668
1.071429,4,218.729805
1.095238,5,218.74168
1.071429,4,218.749527
1.071429,4,218.760427
1.071429,4,218.771013
1.071429,4,218.78345
1.071429,4,218.794767
1.119048,6,218.809516
1.071429,4,218.820615
1.071429,4,218.828255
1.095238,5,218.841191
1.071429,4,218.852195
1.095238,5,218.864937
1.095238,5,218.877321
1.095238,5,218.890078
1.071429,4,218.901671
1.095238,5,218.913619
1.071429,4,218.924194
1.071429,4,218.934521
1.071429,4,218.942267
1.190476,9,218.963512
1.095238,5,218.980039
1.071429,4,218.991477
1.071429,4,219.002864
1.119048,6,219.016482
1.071429,4,219.026902
1.071429,4,219.037102
-0.904762,5,219.050796
1.119048,6,219.064261
1.142857,7,219.079301
1.071429,4,219.089749
1.071429,4,219.100074
1.142857,7,219.11501
1.142857,7,219.133429
1.071429,4,219.141102
-0.761905,11,219.174642
1.071429,4,219.183271
-0.785714,10,219.209352
1.190476,9,219.231635
-0.833333,8,219.252987
1.095238,5,219.265142
-0.809524,9,219.288389
1.071429,4,219.296087
-9.880952,6,219.31192
-9.880952,6,219.325032
-0.857143,7,219.341294
1.071429,4,219.352162
1.142857,7,219.367074
1.071429,4,219.37822
1.166667,8,219.398823
1.095238,5,219.410819
1.071429,4,219.421255
1.095238,5,219.433388
1.071429,4,219.441216
1.071429,4,219.451769
1.142857,7,219.469118
1.071429,4,219.476982
1.071429,4,219.487549
-9.904762,5,219.499106
1.071429,4,219.51017
-0.809524,9,219.531301
1.142857,7,219.546237
1.142857,7,219.56389
1.071429,4,219.571466
1.071429,4,219.582971
1.071429,4,219.593405
1.071429,4,219.603807
1.071429,4,219.614064
1.071429,4,219.621909
1.071429,4,219.632493
1.071429,4,219.643009
1.071429,4,219.670161
1.142857,7,219.690376
1.071429,4,219.706192
1.071429,4,219.72802
1.142857,7,219.751773
1.071429,4,219.767617
1.071429,4,219.785273
-0.904762,5,219.800503
1.071429,4,219.811565
-0.738095,12,219.838924
1.095238,5,219.851327
-9.714286,13,219.881434
1.071429,4,219.889235
1.071429,4,219.899729
1.166667,8,219.920017
1.071429,4,219.930918
1.071429,4,219.938694
1.071429,4,219.949282
1.095238,5,219.962633
1.071429,4,219.974932
1.142857,7,219.991348
1.071429,4,220.001834
1.071429,4,220.012343
1.071429,4,220.023038
1.095238,5,220.035211
1.119048,6,220.049017
1.071429,4,220.063343
1.071429,4,220.073875
1.071429,4,220.081759
1.071429,4,220.093911
-0.880952,6,220.107946
1.071429,4,220.118592
-0.761905,11,220.147676
-9.880952,6,220.162912
1.071429,4,220.170773
-9.857143,7,220.187888
1.166667,8,220.204129
1.071429,4,220.214715
1.071429,4,220.224785
1.071429,4,220.235178
-9.761905,11,220.269829
1.142857,7,220.28467
1.071429,4,220.299471
1.071429,4,220.310034
1.071429,4,220.320366
1.071429,4,220.330597
1.238095,11,220.358643
1.119048,6,220.377613
-9.857143,7,220.392266
1.190476,9,220.417456
1.071429,4,220.432329
1.071429,4,220.448306
1.071429,4,220.462293
1.190476,9,220.483847
-9.761905,11,220.512601
1.095238,5,220.526695
-9.761905,11,220.551179
1.071429,4,220.566791
1.261905,12,220.598793
1.071429,4,220.610054
1.142857,7,220.625678
1.071429,4,220.637191
1.071429,4,220.649238
1.119048,6,220.664444
1.071429,4,220.675652
1.071429,4,220.686509
1.071429,4,220.694148
1.071429,4,220.705052
1.071429,4,220.715546
1.095238,5,220.72752
-0.904762,5,220.744717
1.071429,4,220.755939
1.071429,4,220.766372
1.071429,4,220.774632
1.071429,4,220.787342
1.071429,4,220.798003
1.095238,5,220.810372
-9.761905,11,220.83465
1.071429,4,220.845158
1.071429,4,220.858057
1.071429,4,220.871629
1.071429,4,220.879365
1.071429,4,220.889966
1.071429,4,220.901483
1.071429,4,220.913068
1.071429,4,220.923404
1.142857,7,220.938624
1.071429,4,220.949848
1.119048,6,220.96468
-0.833333,8,221.003446
1.071429,4,221.011365
1.071429,4,221.02239
1.071429,4,221.033071
1.071429,4,221.043634
1.071429,4,221.054029
1.071429,4,221.061879
1.142857,7,221.087744
-9.714286,13,221.118321
1.071429,4,221.129154
1.071429,4,221.139951
1.142857,7,221.155048
1.095238,5,221.167179
1.142857,7,221.19293
1.071429,4,221.203567
1.071429,4,221.21145
1.071429,4,221.222386
1.071429,4,221.232883
1.119048,6,221.246511
1.071429,4,221.257135
1.071429,4,221.268729
1.095238,5,221.283292
1.071429,4,221.29386
-0.857143,7,221.309884
1.071429,4,221.324787
1.071429,4,221.335677
1.071429,4,221.343615
1.071429,4,221.354041
1.071429,4,221.364649
1.071429,4,221.37511
1.071429,4,221.385551
1.071429,4,221.393421
-0.833333,8,221.413412
-0.785714,10,221.44272
1.071429,4,221.453455
1.071429,4,221.463854
1.071429,4,221.472081
1.071429,4,221.482667
1.071429,4,221.493227
1.119048,6,221.506891
1.071429,4,221.518053
1.095238,5,221.531406
1.071429,4,221.541665
1.095238,5,221.56261
1.071429,4,221.572846
1.166667,8,221.589852
1.071429,4,221.600439
1.071429,4,221.61108
1.166667,8,221.627768
1.071429,4,221.638599
1.071429,4,221.657663
1.071429,4,221.668602
-0.857143,7,221.684488
1.095238,5,221.696868
1.071429,4,221.707566
1.095238,5,221.71944
1.071429,4,221.735113
1.190476,9,221.758555
1.095238,5,221.770462
1.071429,4,221.778263
1.071429,4,221.792922
1.071429,4,221.804627
1.071429,4,221.815189
1.119048,6,221.829049
1.071429,4,221.842627
1.142857,7,221.857719
1.071429,4,221.869205
-0.833333,8,221.889002
1.071429,4,221.896953
1.071429,4,221.907612
1.095238,5,221.919509
1.142857,7,221.937678
1.071429,4,221.945505
1.071429,4,221.957202
1.071429,4,221.968774
1.071429,4,221.979347
1.071429,4,221.990464
1.095238,5,222.004097
1.095238,5,222.019978
1.095238,5,222.03176
1.071429,4,222.039719
1.071429,4,222.050992
1.142857,7,222.071376
1.095238,5,222.084024
1.095238,5,222.096324
1.142857,7,222.111412
1.071429,4,222.12161
1.071429,4,222.132049
1.071429,4,222.139988
-0.761905,11,222.17028
1.071429,4,222.177774
1.071429,4,222.188458
1.071429,4,222.199053
1.142857,7,222.213764
1.071429,4,222.224703
1.071429,4,222.235263
1.071429,4,222.24946
1.071429,4,222.259787
1.071429,4,222.267691
1.166667,8,222.287244
1.166667,8,222.306916
1.071429,4,222.31481
1.071429,4,222.335061
1.071429,4,222.348966
-0.809524,9,222.372675
1.071429,4,222.391188
1.071429,4,222.399047
1.071429,4,222.413407
1.071429,4,222.423911
1.071429,4,222.434476
1.166667,8,222.451048
1.071429,4,222.461799
-0.904762,5,222.474578
1.119048,6,222.492256
-0.833333,8,222.524767
1.142857,7,222.544878
1.142857,7,222.563855
1.166667,8,222.580759
1.166667,8,222.606686
1.142857,7,222.621617
1.071429,4,222.632476
1.071429,4,222.642974
1.071429,4,222.657961
1.071429,4,222.671339
1.071429,4,222.679128
1.095238,5,222.691706
1.166667,8,222.711423
1.071429,4,222.72314
1.071429,4,222.734985
1.071429,4,222.742885
1.071429,4,222.753751
1.071429,4,222.764347
1.071429,4,222.775155
1.071429,4,222.786273
1.095238,5,222.79851
1.309524,14,222.827977
1.071429,4,222.838735
1.071429,4,222.850173
1.071429,4,222.860818
1.071429,4,222.871269
1.071429,4,222.879119
1.142857,7,222.897327
